id,nama_lokasi,gi,funloc_id
b73bf12f-28f7-4e2d-b42c-736cbbd6e5c2,GITET MENIM 500KV BAY BUSBAR B,GITET 500KV MUARA ENIM,TRS-3224-254.254-B0009
a9e1352f-c0c5-48e7-b7fa-20c82cfefa92,GITET MENIM 500KV BAY 7AB1 DIAMETER #1,GITET 500KV MUARA ENIM,TRS-3224-254.254-B0010
1ab4d300-f9c2-40d0-8d01-79391b43e4ed,GITET MENIM 500KV BAY 7AB4 DIAMETER #4,GITET 500KV MUARA ENIM,TRS-3224-254.254-B0013
372f247a-80d4-4688-8e52-2ea4e878395c,GITET MENIM 500KV BAY SUMSEL.8_2,GITET 500KV MUARA ENIM,TRS-3224-254.254-B0004
e3e68334-56d1-406f-a6db-d16f2bdf9f8d,GITET MENIM 500KV BAY IBT #1,GITET 500KV MUARA ENIM,TRS-3224-254.254-B0005
db46ba5d-016b-45fc-a086-932579ebb1bb,GITET MENIM 500KV BAY IBT #3,GITET 500KV MUARA ENIM,TRS-3224-254.254-B0007
c2e8c740-cde8-4a6d-848b-78dd287e0b13,GITET MENIM 500KV BAY 7AB5 DIAMETER #5,GITET 500KV MUARA ENIM,TRS-3224-254.254-B0014
2852cf97-36e9-48ad-9419-6e96dbc07b73,GITET MENIM 500KV BAY SUMSEL8_1,GITET 500KV MUARA ENIM,TRS-3224-254.254-B0003
52ad6a92-1285-484e-8953-7b0712f3aa2e,GITET MENIM 500KV BAY 7AB3 DIAMETER #3,GITET 500KV MUARA ENIM,TRS-3224-254.254-B0012
af66c8ce-3697-40a7-a5db-244e64842b45,GITET MENIM 500kV BAY TRAFO PS 1,GITET 500KV MUARA ENIM,TRS-3224-254.254-B0017
